items,count,total,rnd,customer,age,city,paymentType
"beef,white bread,pastry,pasta,soap",5,1149,12,Eman,23,Aswan,Cash
"sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner",9,140,1,Farida,22,Cairo,Credit
hair spray,1,597,5,Shimaa,55,Port Said,Credit
"chicken,whole milk,spices,long life bakery product,shopping bags",5,416,11,Hanan,22,Fayoum,Cash
"pork,citrus fruit,brown bread,pastry,sugar,cat food",6,1112,1,Farida,22,Cairo,Credit
ice cream,1,163,14,Magdy,36,Sohag,Credit
"meat,hard cheese,bottled beer",3,143,11,Hanan,22,Fayoum,Cash
"other vegetables,yogurt,brown bread,instant coffee",4,591,11,Hanan,22,Fayoum,Credit
"bottled water,cake bar",2,2470,7,Huda,39,Gharbia,Credit
"tropical fruit,soda,salty snack",3,539,6,Walaa,29,Cairo,Credit
photo/film,1,2275,12,Eman,23,Aswan,Credit
"sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes",7,427,5,Shimaa,55,Port Said,Cash
"grapes,root vegetables",2,1798,1,Farida,22,Cairo,Credit
"domestic eggs,brown bread,photo/film",3,398,13,Sayed,37,Cairo,Credit
"rolls/buns,canned fish,canned beer",3,468,8,Rania,37,Dakahlia,Credit
"tropical fruit,whole milk",2,1491,9,Maged,60,Hurghada,Cash
chicken,1,631,6,Walaa,29,Cairo,Cash
"frankfurter,other vegetables,yogurt,brown bread,bottled water",5,1564,9,Maged,60,Hurghada,Cash
"berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent",11,2180,5,Shimaa,55,Port Said,Cash
"margarine,hygiene articles",2,1673,12,Eman,23,Aswan,Credit
"tropical fruit,yogurt,rolls/buns,soda,shopping bags",5,526,13,Sayed,37,Cairo,Cash
"ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy",9,2268,13,Sayed,37,Cairo,Credit
"hamburger meat,white bread,salty snack",3,923,11,Hanan,22,Fayoum,Cash
"yogurt,mayonnaise,rolls/buns,soda,napkins",5,1912,15,Sameh,35,Hurghada,Cash
"soda,specialty chocolate",2,847,4,Adel,50,Alexandria,Cash
yogurt,1,1761,11,Hanan,22,Fayoum,Cash
soda,1,539,10,Samy,55,Alexandria,Credit
bottled water,1,1098,1,Farida,22,Cairo,Credit
"sausage,meat,hamburger meat,rubbing alcohol",4,1070,2,Mohamed,25,Alexandria,Cash
"citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles",8,1727,14,Magdy,36,Sohag,Cash
shopping bags,1,1134,8,Rania,37,Dakahlia,Cash
newspapers,1,1644,7,Huda,39,Gharbia,Credit
"frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner",8,1248,10,Samy,55,Alexandria,Cash
"sausage,citrus fruit,whole milk,canned beer",4,824,13,Sayed,37,Cairo,Cash
"frankfurter,rolls/buns",2,730,13,Sayed,37,Cairo,Cash
"salt,salty snack,cookware",3,1143,3,Ahmed,30,Giza,Cash
oil,1,1398,5,Shimaa,55,Port Said,Credit
"curd,beverages,cream cheese ,rolls/buns,pastry,soda,cake bar,chewing gum",8,397,9,Maged,60,Hurghada,Credit
"other vegetables,butter,specialty chocolate",3,578,14,Magdy,36,Sohag,Credit
citrus fruit,1,1261,2,Mohamed,25,Alexandria,Cash
"frankfurter,whole milk,butter milk",3,1520,5,Shimaa,55,Port Said,Cash
"root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack",6,952,13,Sayed,37,Cairo,Cash
"tropical fruit,whole milk,frozen meals,bottled beer",4,1157,13,Sayed,37,Cairo,Credit
"beef,hamburger meat,pip fruit",3,2013,7,Huda,39,Gharbia,Credit
"berries,whipped/sour cream,cereals,waffles,shopping bags",5,1482,14,Magdy,36,Sohag,Cash
canned beer,1,1544,3,Ahmed,30,Giza,Cash
"whipped/sour cream,canned beer,red/blush wine",3,608,8,Rania,37,Dakahlia,Cash
"root vegetables,domestic eggs,margarine,chocolate marshmallow,candy",5,1802,10,Samy,55,Alexandria,Credit
"whole milk,soda",2,626,6,Walaa,29,Cairo,Cash
beef,1,1453,2,Mohamed,25,Alexandria,Cash
frozen vegetables,1,1547,12,Eman,23,Aswan,Cash
"rolls/buns,bottled beer",2,107,1,Farida,22,Cairo,Credit
"whole milk,hygiene articles",2,447,13,Sayed,37,Cairo,Cash
whole milk,1,2054,9,Maged,60,Hurghada,Cash
"citrus fruit,whole milk,curd,soft cheese",4,1396,1,Farida,22,Cairo,Credit
"pastry,fruit/vegetable juice",2,1806,14,Magdy,36,Sohag,Credit
"frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread",8,213,4,Adel,50,Alexandria,Cash
"tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs",5,696,4,Adel,50,Alexandria,Cash
"frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins",7,2202,5,Shimaa,55,Port Said,Cash
"berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent",10,2052,13,Sayed,37,Cairo,Cash
"rolls/buns,brown bread,pastry,coffee,bottled beer",5,2129,4,Adel,50,Alexandria,Credit
"root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee",7,2245,13,Sayed,37,Cairo,Cash
yogurt,1,2080,5,Shimaa,55,Port Said,Cash
"other vegetables,bottled water",2,939,14,Magdy,36,Sohag,Cash
"berries,white bread",2,2133,15,Sameh,35,Hurghada,Credit
"berries,coffee",2,1274,11,Hanan,22,Fayoum,Credit
"other vegetables,butter milk,frozen meals,bottled water",4,830,15,Sameh,35,Hurghada,Credit
"rolls/buns,newspapers",2,945,5,Shimaa,55,Port Said,Credit
"ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles",8,1893,11,Hanan,22,Fayoum,Cash
"whole milk,frozen dessert,salty snack,napkins",4,1793,2,Mohamed,25,Alexandria,Cash
"tropical fruit,butter milk,rolls/buns,bottled water",4,699,10,Samy,55,Alexandria,Credit
bottled water,1,1973,4,Adel,50,Alexandria,Credit
"butter milk,yogurt",2,509,2,Mohamed,25,Alexandria,Cash
newspapers,1,1711,8,Rania,37,Dakahlia,Cash
coffee,1,905,10,Samy,55,Alexandria,Cash
"bottled beer,liquor",2,559,13,Sayed,37,Cairo,Cash
"onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags",11,400,11,Hanan,22,Fayoum,Credit
"hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags",7,1985,11,Hanan,22,Fayoum,Credit
"sausage,liver loaf,other vegetables,cream cheese ,pastry,soap,shopping bags",7,674,1,Farida,22,Cairo,Credit
"hard cheese,pastry,napkins",3,1819,1,Farida,22,Cairo,Credit
"sausage,tropical fruit,condensed milk,rolls/buns",4,2119,9,Maged,60,Hurghada,Credit
hamburger meat,1,1404,11,Hanan,22,Fayoum,Credit
"onions,whole milk,beverages,frozen dessert",4,1007,3,Ahmed,30,Giza,Cash
coffee,1,480,5,Shimaa,55,Port Said,Credit
shopping bags,1,1660,9,Maged,60,Hurghada,Cash
"yogurt,rolls/buns,pastry,bottled water,soda,shopping bags",6,621,10,Samy,55,Alexandria,Credit
soda,1,632,10,Samy,55,Alexandria,Cash
sliced cheese,1,2031,8,Rania,37,Dakahlia,Credit
"sausage,whole milk,coffee",3,2048,8,Rania,37,Dakahlia,Credit
"yogurt,chocolate",2,239,12,Eman,23,Aswan,Cash
"domestic eggs,rolls/buns,dish cleaner,hygiene articles",4,279,8,Rania,37,Dakahlia,Cash
whole milk,1,157,8,Rania,37,Dakahlia,Cash
"meat,other vegetables,whole milk,whipped/sour cream",4,1385,11,Hanan,22,Fayoum,Cash
"dish cleaner,bathroom cleaner,hygiene articles,napkins",4,845,10,Samy,55,Alexandria,Cash
"other vegetables,red/blush wine",2,1044,2,Mohamed,25,Alexandria,Credit
"whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags",10,1516,15,Sameh,35,Hurghada,Credit
"other vegetables,whole milk,rolls/buns,Instant food products",4,1601,8,Rania,37,Dakahlia,Cash
"tropical fruit,other vegetables",2,1593,6,Walaa,29,Cairo,Cash
"baking powder,bottled water,salty snack,chewing gum",4,1816,13,Sayed,37,Cairo,Cash
specialty bar,1,313,3,Ahmed,30,Giza,Cash
ice cream,1,1337,10,Samy,55,Alexandria,Credit
"frankfurter,yogurt",2,1596,3,Ahmed,30,Giza,Cash
canned beer,1,276,5,Shimaa,55,Port Said,Cash
bottled water,1,2445,11,Hanan,22,Fayoum,Cash
"other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer",6,1148,3,Ahmed,30,Giza,Cash
"citrus fruit,tropical fruit,onions,other vegetables,shopping bags",5,131,3,Ahmed,30,Giza,Credit
"sausage,ham,hamburger meat,whole milk,soda,softener,newspapers",7,1050,10,Samy,55,Alexandria,Credit
"domestic eggs,rolls/buns,specialty bar,napkins",4,1562,11,Hanan,22,Fayoum,Cash
"pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles",7,1498,7,Huda,39,Gharbia,Cash
"specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack",6,723,14,Magdy,36,Sohag,Credit
"pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine",6,2486,7,Huda,39,Gharbia,Cash
"beef,berries,whipped/sour cream,domestic eggs,rolls/buns",5,439,12,Eman,23,Aswan,Credit
"other vegetables,pet care",2,1189,13,Sayed,37,Cairo,Cash
"chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes",6,2148,2,Mohamed,25,Alexandria,Cash
"soda,chewing gum",2,2235,8,Rania,37,Dakahlia,Credit
whole milk,1,475,8,Rania,37,Dakahlia,Credit
rolls/buns,1,156,3,Ahmed,30,Giza,Cash
bottled beer,1,1183,14,Magdy,36,Sohag,Cash
"root vegetables,pastry,bottled water,male cosmetics",4,1467,10,Samy,55,Alexandria,Cash
pastry,1,410,4,Adel,50,Alexandria,Cash
"berries,pet care,cake bar,shopping bags",4,2005,5,Shimaa,55,Port Said,Credit
"citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener",8,2071,7,Huda,39,Gharbia,Credit
"whole milk,oil,canned fruit,fruit/vegetable juice",4,1723,8,Rania,37,Dakahlia,Cash
"soda,misc. beverages",2,1977,8,Rania,37,Dakahlia,Cash
"bottled water,soda",2,615,9,Maged,60,Hurghada,Credit
"tropical fruit,other vegetables,rolls/buns",3,2455,1,Farida,22,Cairo,Credit
salty snack,1,1376,15,Sameh,35,Hurghada,Cash
"bottled water,canned beer",2,707,12,Eman,23,Aswan,Cash
chocolate,1,1011,14,Magdy,36,Sohag,Credit
"citrus fruit,UHT-milk,cream cheese ,frozen vegetables",4,2074,15,Sameh,35,Hurghada,Credit
"bottled water,canned beer,male cosmetics",3,415,8,Rania,37,Dakahlia,Credit
"onions,other vegetables,pastry,bottled water,soda,napkins",6,2180,4,Adel,50,Alexandria,Cash
"dessert,oil,cat food,soda",4,966,15,Sameh,35,Hurghada,Credit
"beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers",11,1525,13,Sayed,37,Cairo,Credit
"rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy",7,2236,9,Maged,60,Hurghada,Credit
"beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda",7,244,9,Maged,60,Hurghada,Credit
soda,1,1126,1,Farida,22,Cairo,Cash
"coffee,hygiene articles",2,244,10,Samy,55,Alexandria,Credit
"rolls/buns,brown bread,bottled water",3,338,9,Maged,60,Hurghada,Cash
"pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags",9,2175,3,Ahmed,30,Giza,Cash
"soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers",6,1070,2,Mohamed,25,Alexandria,Cash
"sausage,ham,other vegetables,ice cream,white bread",5,1481,14,Magdy,36,Sohag,Cash
"beef,root vegetables,other vegetables,rolls/buns,sugar",5,1589,10,Samy,55,Alexandria,Credit
"whole milk,butter,bottled water,bottled beer",4,1136,14,Magdy,36,Sohag,Credit
"pork,ice cream,hygiene articles,house keeping products",4,1050,13,Sayed,37,Cairo,Cash
"berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar",7,708,7,Huda,39,Gharbia,Credit
"sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products ",8,671,5,Shimaa,55,Port Said,Cash
"bottled water,misc. beverages,cling film/bags",3,2095,6,Walaa,29,Cairo,Cash
"tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water",8,1050,1,Farida,22,Cairo,Credit
"herbs,bottled water",2,2118,8,Rania,37,Dakahlia,Credit
"yogurt,rolls/buns",2,1382,14,Magdy,36,Sohag,Credit
Instant food products,1,903,12,Eman,23,Aswan,Cash
specialty chocolate,1,1023,12,Eman,23,Aswan,Cash
coffee,1,526,15,Sameh,35,Hurghada,Cash
"bottled beer,liquor",2,1297,14,Magdy,36,Sohag,Credit
"beef,root vegetables",2,2404,4,Adel,50,Alexandria,Cash
"whole milk,honey,waffles",3,2298,9,Maged,60,Hurghada,Cash
"frankfurter,rolls/buns,pastry,snack products,specialty bar",5,1144,10,Samy,55,Alexandria,Cash
"frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film",10,1578,3,Ahmed,30,Giza,Credit
"other vegetables,whole milk,cream cheese ",3,2320,4,Adel,50,Alexandria,Credit
"frankfurter,root vegetables,pickled vegetables,soda,seasonal products",5,2134,7,Huda,39,Gharbia,Cash
"whole milk,rolls/buns,newspapers",3,1742,10,Samy,55,Alexandria,Cash
"frankfurter,margarine,dental care",3,1316,5,Shimaa,55,Port Said,Credit
"other vegetables,salty snack",2,2153,8,Rania,37,Dakahlia,Cash
"bottled water,shopping bags",2,2336,5,Shimaa,55,Port Said,Cash
"pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles",8,1076,11,Hanan,22,Fayoum,Credit
bottled water,1,449,6,Walaa,29,Cairo,Credit
"other vegetables,whipped/sour cream,specialty cheese,domestic eggs",4,1597,10,Samy,55,Alexandria,Credit
"hamburger meat,whole milk,curd,pasta,canned beer",5,2487,11,Hanan,22,Fayoum,Credit
"hamburger meat,citrus fruit,other vegetables",3,1124,3,Ahmed,30,Giza,Credit
shopping bags,1,2225,10,Samy,55,Alexandria,Credit
"whole milk,cream cheese ,soda,fruit/vegetable juice",4,1472,3,Ahmed,30,Giza,Cash
ice cream,1,875,3,Ahmed,30,Giza,Credit
"pastry,bottled water",2,1855,5,Shimaa,55,Port Said,Credit
"ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese ,white bread,coffee,long life bakery product,chocolate,baby cosmetics",14,2296,2,Mohamed,25,Alexandria,Credit
"frankfurter,soda",2,2259,7,Huda,39,Gharbia,Credit
"sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins",11,471,2,Mohamed,25,Alexandria,Cash
bottled beer,1,1741,4,Adel,50,Alexandria,Cash
"bottled water,bottled beer,napkins",3,1629,9,Maged,60,Hurghada,Credit
"meat,other vegetables,hard cheese,frozen meals,bottled water,soda",6,237,15,Sameh,35,Hurghada,Cash
"dessert,candy",2,2401,3,Ahmed,30,Giza,Credit
"other vegetables,packaged fruit/vegetables,UHT-milk,bottled water",4,2092,12,Eman,23,Aswan,Credit
"beverages,rolls/buns,soda",3,251,9,Maged,60,Hurghada,Cash
"ham,mustard,canned fish",3,1265,12,Eman,23,Aswan,Cash
specialty bar,1,903,7,Huda,39,Gharbia,Cash
"brown bread,soda,salty snack,shopping bags",4,630,13,Sayed,37,Cairo,Cash
"whole milk,cream cheese ,coffee",3,1057,2,Mohamed,25,Alexandria,Credit
"rolls/buns,pastry,red/blush wine",3,913,3,Ahmed,30,Giza,Credit
"bottled beer,nut snack",2,1513,14,Magdy,36,Sohag,Credit
"pet care,bottled beer",2,1580,5,Shimaa,55,Port Said,Credit
"citrus fruit,other vegetables,soda",3,576,12,Eman,23,Aswan,Cash
"pork,other vegetables,frozen vegetables,hygiene articles",4,2337,15,Sameh,35,Hurghada,Credit
"other vegetables,shopping bags",2,1999,2,Mohamed,25,Alexandria,Credit
"white wine,detergent",2,1318,11,Hanan,22,Fayoum,Credit
"whole milk,dessert,bottled water",3,1535,4,Adel,50,Alexandria,Credit
"pip fruit,white wine,shopping bags",3,318,7,Huda,39,Gharbia,Credit
"sugar,soda,bottled beer",3,157,2,Mohamed,25,Alexandria,Cash
"tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy",6,2426,2,Mohamed,25,Alexandria,Cash
"root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer",10,812,4,Adel,50,Alexandria,Cash
"soda,misc. beverages",2,373,1,Farida,22,Cairo,Cash
"whole milk,curd",2,1360,9,Maged,60,Hurghada,Cash
"tropical fruit,other vegetables,yogurt,bottled water,male cosmetics",5,1433,10,Samy,55,Alexandria,Credit
"white bread,brown bread",2,911,6,Walaa,29,Cairo,Credit
"brown bread,sugar,hygiene articles",3,2022,2,Mohamed,25,Alexandria,Cash
"tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags",8,1489,7,Huda,39,Gharbia,Cash
domestic eggs,1,1143,1,Farida,22,Cairo,Cash
"coffee,detergent,hygiene articles,photo/film",4,897,4,Adel,50,Alexandria,Credit
soda,1,1409,15,Sameh,35,Hurghada,Cash
whole milk,1,1379,14,Magdy,36,Sohag,Cash
bottled beer,1,430,1,Farida,22,Cairo,Credit
"pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers",17,267,11,Hanan,22,Fayoum,Cash
"other vegetables,yogurt",2,111,14,Magdy,36,Sohag,Cash
"yogurt,bottled water,dishes",3,114,7,Huda,39,Gharbia,Credit
sparkling wine,1,272,9,Maged,60,Hurghada,Cash
"bottled water,candy",2,2257,9,Maged,60,Hurghada,Credit
"citrus fruit,berries,other vegetables,butter milk,sugar,fruit/vegetable juice,hygiene articles",7,481,8,Rania,37,Dakahlia,Cash
"hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns",5,1036,12,Eman,23,Aswan,Cash
"packaged fruit/vegetables,seasonal products",2,223,12,Eman,23,Aswan,Credit
"other vegetables,margarine",2,1911,6,Walaa,29,Cairo,Credit
soda,1,132,15,Sameh,35,Hurghada,Cash
"whole milk,yogurt,frozen potato products,margarine,bottled water,fruit/vegetable juice,salty snack",7,206,7,Huda,39,Gharbia,Credit
"herbs,yogurt",2,1655,7,Huda,39,Gharbia,Cash
"citrus fruit,spread cheese,rolls/buns,soda",4,1834,5,Shimaa,55,Port Said,Cash
misc. beverages,1,304,14,Magdy,36,Sohag,Credit
female sanitary products,1,263,15,Sameh,35,Hurghada,Cash
soda,1,847,14,Magdy,36,Sohag,Credit
"tropical fruit,whole milk,beverages,white bread,pasta,shopping bags",6,1601,10,Samy,55,Alexandria,Credit
"soda,female sanitary products",2,867,9,Maged,60,Hurghada,Credit
"white bread,bottled water,soda,waffles",4,983,12,Eman,23,Aswan,Credit
"coffee,chewing gum,chocolate marshmallow",3,989,2,Mohamed,25,Alexandria,Credit
"tropical fruit,root vegetables,whole milk,frozen vegetables,honey,baking powder,coffee,red/blush wine,chocolate marshmallow",9,651,12,Eman,23,Aswan,Cash
"pork,pip fruit,whole milk,butter milk",4,680,6,Walaa,29,Cairo,Credit
"citrus fruit,bottled water",2,1046,15,Sameh,35,Hurghada,Credit
frankfurter,1,1627,1,Farida,22,Cairo,Credit
"frankfurter,rolls/buns",2,285,8,Rania,37,Dakahlia,Credit
"frankfurter,tropical fruit,pip fruit,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns,hygiene articles,napkins,shopping bags",11,431,1,Farida,22,Cairo,Cash
other vegetables,1,335,1,Farida,22,Cairo,Credit
"yogurt,fruit/vegetable juice,newspapers",3,446,11,Hanan,22,Fayoum,Cash
"sausage,whole milk,yogurt,brown bread,cereals,bottled water,soda",7,1947,9,Maged,60,Hurghada,Credit
whole milk,1,2082,6,Walaa,29,Cairo,Cash
"pip fruit,whole milk,curd,pastry,bottled water",5,455,4,Adel,50,Alexandria,Credit
whole milk,1,2070,8,Rania,37,Dakahlia,Credit
"root vegetables,other vegetables",2,2472,12,Eman,23,Aswan,Credit
"onions,fruit/vegetable juice",2,1648,5,Shimaa,55,Port Said,Cash
specialty chocolate,1,493,12,Eman,23,Aswan,Credit
"hamburger meat,domestic eggs",2,1207,13,Sayed,37,Cairo,Cash
photo/film,1,2095,5,Shimaa,55,Port Said,Credit
"rolls/buns,soda,snack products,newspapers",4,965,3,Ahmed,30,Giza,Credit
canned beer,1,624,5,Shimaa,55,Port Said,Credit
canned beer,1,1536,6,Walaa,29,Cairo,Cash
"other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles",8,2256,6,Walaa,29,Cairo,Cash
canned beer,1,147,12,Eman,23,Aswan,Credit
"curd,whipped/sour cream,rolls/buns,zwieback,spices",5,1704,8,Rania,37,Dakahlia,Cash
"butter,fruit/vegetable juice,newspapers",3,588,11,Hanan,22,Fayoum,Credit
"other vegetables,whole milk,yogurt,domestic eggs,bottled water,soda",6,1082,1,Farida,22,Cairo,Cash
whole milk,1,660,7,Huda,39,Gharbia,Credit
"beef,tropical fruit,herbs,whole milk,curd,yogurt,whipped/sour cream,sliced cheese",8,2072,2,Mohamed,25,Alexandria,Cash
"sausage,rolls/buns",2,535,4,Adel,50,Alexandria,Credit
soda,1,654,13,Sayed,37,Cairo,Credit
"fruit/vegetable juice,long life bakery product",2,1452,9,Maged,60,Hurghada,Credit
"rolls/buns,coffee,long life bakery product,detergent,shopping bags",5,249,4,Adel,50,Alexandria,Cash
"pip fruit,whole milk,bottled water,candy",4,1992,10,Samy,55,Alexandria,Cash
"frozen vegetables,bottled beer,liquor (appetizer),chewing gum,napkins,newspapers",6,1117,8,Rania,37,Dakahlia,Credit
beverages,1,1819,11,Hanan,22,Fayoum,Credit
"hamburger meat,root vegetables,other vegetables,domestic eggs,roll products ,oil,margarine,hygiene articles",8,2365,1,Farida,22,Cairo,Cash
"root vegetables,other vegetables,whole milk,yogurt,fruit/vegetable juice,white wine",6,1660,3,Ahmed,30,Giza,Cash
canned beer,1,1497,8,Rania,37,Dakahlia,Credit
"frozen vegetables,bottled beer",2,892,12,Eman,23,Aswan,Cash
